Black,BlackElo,BlackRatingDiff,Event,Opening,Result,Site,Termination,TimeControl,White,WhiteElo,WhiteRatingDiff,Eval,WinElo,EloDiff
andrewrun,2260,-3,Rated Bullet game,Dutch Defense,1,https://lichess.org/mxQu6d13,Normal,60+0,Slavik-7,2571,+4,58,2260,311
koval,1894,+5,Rated Blitz tournament https://lichess.org/tournament/ALSPH3ta,Sicilian Defense,0,https://lichess.org/Suhuh2SG,Time forfeit,300+0,awesome5123,1621,-5,63,1894,-273
kobzon,1733,-8,Rated Blitz game,Englund Gambit Declined,1,https://lichess.org/1bnTUnbF,Normal,180+2,VTuruz,1831,+8,106,1733,98
EGNfanclub,2103,+7,Rated Bullet game,King's Knight Opening,0,https://lichess.org/n9LkhnWE,Time forfeit,60+0,djin,1988,-7,0,2103,-115
hun-vighim,1650,-8,Rated Blitz game,Scandinavian Defense,1,https://lichess.org/Hsor5r23,Normal,180+0,djolee,1740,+8,130,1650,90
ainz,1180,+16,Rated Classical game,Yusupov-Rubinstein System,0,https://lichess.org/Aa0kASsE,Normal,480+0,ParasiteEve0,1304,-15,86,1180,124
pseudoknight,1839,+19,Rated Bullet game,Zukertort Opening,0,https://lichess.org/sM6HX7QP,Time forfeit,60+0,igo1,2073,-18,52,1839,234
Ollecram,1732,+10,Rated Classical game,Zukertort Opening,0,https://lichess.org/hYLi2skA,Normal,420+5,nadir25,1722,-11,66,1732,-10
Slavik-7,2575,+4,Rated Bullet game,Scotch Game,0,https://lichess.org/OXIvYNxJ,Normal,60+0,andrewrun,2257,-4,-6,2575,-318
equs58,1674,-12,Rated Blitz game,Sicilian Defense,1,https://lichess.org/dfz28WBQ,Normal,300+0,Bishopkiller61,1656,+12,23,1674,-18
molotovski,1929,+8,Rated Classical game,King's Pawn Game,0,https://lichess.org/NY40y35h,Normal,420+4,fael1316,1826,-8,2,1929,-103
ozzychess,1929,+5,Rated Blitz game,English Opening,0,https://lichess.org/GXVFaZ9P,Time forfeit,240+0,ftri67,1680,-4,36,1929,-249
steely,1777,-10,Rated Classical game,Sicilian Defense,1,https://lichess.org/GXMO3Rcr,Normal,300+5,nikita31096,1789,+10,77,1777,12
wandal,1419,-8,Rated Bullet game,Scotch Game,1,https://lichess.org/VZ1zYDSr,Normal,60+2,libi,1481,+10,-5,1419,62
di360,1243,-10,Rated Blitz game,Petrov's Defense,1,https://lichess.org/DOuzUacu,Time forfeit,180+1,Morten123,1250,+11,459,1243,7
Allquantor,1713,+14,Rated Classical game,Caro-Kann Defense,0,https://lichess.org/pWXjUw8Y,Time forfeit,900+0,hasanasgar,1741,-36,-178,1713,28
xowman,1377,+16,Rated Classical game,Italian Game,0,https://lichess.org/tIiMWRV6,Normal,300+5,Renaud660514,1499,-15,42,1377,122
toba_nomade,1314,+20,Rated Classical game,King's Knight Opening,0,https://lichess.org/lSt9nxAJ,Normal,300+8,bbrunnoo,1732,-121,275,1314,418
albinofrenchy,1276,-17,Rated Bullet tournament https://lichess.org/tournament/GryAvpp1,Blackmar-Diemer Gambit,1,https://lichess.org/K2OX1rNc,Time forfeit,60+0,juniorbr21,1251,+83,33,1276,-25
V_Znark,1500,-60,Rated Classical game,Queen's Pawn Game #2,1,https://lichess.org/cckczqaQ,Normal,300+8,g54,1901,+38,39,1500,401
GunganAttack,1738,-9,Rated Bullet game,Scandinavian Defense,1,https://lichess.org/gpeQsodR,Time forfeit,60+0,moribund,1799,+8,65,1738,61
Calisto,1490,+9,Rated Bullet game,Pirc Defense #4,0,https://lichess.org/NPRU7M7h,Time forfeit,0+3,denko,1414,-8,72,1490,-76
galita,1282,+14,Rated Bullet game,Van't Kruijs Opening,0,https://lichess.org/ZwtnEfVN,Time forfeit,60+1,Melchisedech,1385,-14,27,1282,103
DolfjeWeerwolfje,1830,+16,Rated Bullet game,Hungarian Opening,0,https://lichess.org/Yp3k5dsj,Normal,60+0,faryad22,1817,-10,-475,1830,-13
MALIBATA,1672,+10,Rated Blitz game,Bird Opening,0,https://lichess.org/09NcdLrs,Normal,180+0,polyman,1648,-10,-25,1672,-24
maximilianola,1684,+2,Rated Classical game,Hungarian Opening,0,https://lichess.org/leEvizPB,Normal,660+11,Ewr,1217,-1,-220,1684,-467
alexander_23rus,1567,+10,Rated Classical game,Bird Opening,0,https://lichess.org/jNJFlLYy,Normal,900+0,ab3n6,1520,-11,54,1567,-47
xequito,1879,+10,Rated Blitz game,Torre Attack,0,https://lichess.org/HKbGm7Mc,Time forfeit,180+3,Tynka,1848,-10,26,1879,-31
Rimlyanina,1768,-8,Rated Classical game,Queen's Gambit Declined,1,https://lichess.org/wquDFyAM,Time forfeit,300+8,tacticalone,1892,+7,-55,1768,124
TrialB,1943,+12,Rated Blitz game,Sicilian Defense,0,https://lichess.org/EbPLqa5o,Normal,180+0,nautilusomega,2005,-13,0,1943,62
Drole2Type,1801,+3,Rated Blitz game,Sicilian Defense,0,https://lichess.org/EoZ8Ee8Y,Normal,300+0,yilmaz,1446,-3,-39,1801,-355
entagard,1358,-10,Rated Classical game,Modern Defense,1,https://lichess.org/cdqkUfLa,Normal,600+1,Valura,1429,+9,-170,1358,71
falanx,1630,+11,Rated Bullet game,Van't Kruijs Opening,0,https://lichess.org/caxRzE07,Normal,60+0,Rahstah,1631,-11,-443,1630,1
chessmen,1420,-3,Rated Classical game,Scandinavian Defense,1,https://lichess.org/JkcwcTkI,Normal,900+0,ecoto,1726,+4,122,1420,306
jaybird,1736,-6,Rated Classical game,French Defense,1,https://lichess.org/jk3pp3RD,Normal,780+0,Rutzdolf,1926,+6,-35,1736,190
SonaHarmony,1235,-47,Rated Classical game,Scotch Game,1,https://lichess.org/IyqWwhDT,Normal,600+0,marcio-gpex,1500,+87,548,1235,265
gunsti,1677,+0,Rated Classical game,Italian Game,2,https://lichess.org/0mXvklzI,Normal,360+10,srkila64,1675,+0,12,1677,-2
Bishopkiller61,1668,-7,Rated Blitz game,Van't Kruijs Opening,2,https://lichess.org/2Z2p9mzd,Time forfeit,180+0,JACKELCALVO,1437,+6,-492,1668,-231
nazaki1234,2075,-15,Rated Bullet game,Zukertort Opening,1,https://lichess.org/CrOVVP37,Normal,60+0,Kobylka,1914,+15,50,2075,-161
diviani,1500,+178,Rated Blitz game,Polish Opening,0,https://lichess.org/I5LmILiC,Normal,300+0,nickelro,1506,-8,-36,1500,6
andrewrun,2253,-3,Rated Bullet game,Dutch Defense,1,https://lichess.org/gq5SXhOg,Normal,60+0,Slavik-7,2579,+4,72,2253,326
kchondo,1554,-12,Rated Blitz game,Philidor Defense,1,https://lichess.org/ps24EbjX,Normal,180+0,FrereKeiser,1508,+12,74,1554,-46
bec95,1345,+6,Rated Classical game,Van't Kruijs Opening,0,https://lichess.org/nVcH9xEN,Normal,420+10,ElGiangra,1164,-7,-107,1345,-181
Bunk,1374,-16,Rated Classical game,Modern Defense,1,https://lichess.org/j8D05y50,Normal,600+5,rtakeall,1187,+22,-6,1374,-187
stane,1054,-2,Rated Blitz game,Carr Defense,1,https://lichess.org/HfV64nkH,Normal,300+0,Perfectionisttt,1523,+2,424,1054,469
Proggy,1392,+12,Rated Classical game,Nimzo-Larsen Attack,0,https://lichess.org/4dHRffJs,Normal,720+8,Fraan,1461,-13,37,1392,69
Sxxx,1211,+14,Rated Classical game,Four Knights Game,0,https://lichess.org/kz1aM3BI,Normal,300+5,dannyflack,1313,-14,14,1211,102
Voittamaton,1855,+1,Rated Bullet tournament https://lichess.org/tournament/GryAvpp1,Blackmar-Diemer Gambit,0,https://lichess.org/47pJZ3vT,Time forfeit,60+0,krisfo97,1285,-9,-687,1855,-570
armagedon4,1560,+9,Rated Bullet game,Caro-Kann Defense,0,https://lichess.org/wVoCG0qI,Normal,120+0,batostar,1502,-9,14,1560,-58
ESI1335,1701,+14,Rated Classical game,King's Gambit,0,https://lichess.org/epvXe13h,Normal,300+8,acer,1770,-14,150,1701,69
TheMeepOne,1532,+3,Rated Blitz game,Dutch Defense,0,https://lichess.org/90d2ipUS,Normal,120+4,martinique,1172,-3,-23,1532,-360
colfax,1796,-11,Rated Bullet game,Slav Defense,1,https://lichess.org/E2DVPkNA,Normal,120+0,linuxinside,1783,+11,234,1796,-13
IngUNIFIIS,1740,-1,Rated Bullet tournament https://lichess.org/tournament/GryAvpp1,Sicilian Defense,2,https://lichess.org/p6XLYVgI,Normal,60+0,m654,1713,+0,102,1740,-27
Rahstah,1620,+12,Rated Bullet game,Horwitz Defense,0,https://lichess.org/Z4yDranI,Time forfeit,60+0,falanx,1641,-12,33,1620,21
Anl,1510,-12,Rated Blitz game,Zukertort Opening,1,https://lichess.org/XVXgJkgM,Time forfeit,300+0,chriss077,1467,+12,33,1510,-43
qnudov,1435,+8,Rated Blitz game,Van't Kruijs Opening,0,https://lichess.org/9s25mDtX,Time forfeit,420+0,nlz,1368,-10,24,1435,-67
Juniorsex,1691,-16,Rated Classical game,Sicilian Defense,1,https://lichess.org/eggsbHwY,Normal,600+0,raumlich,1692,+10,2,1691,1
Harri-Johannes,1205,+180,Rated Classical game,Sicilian Defense,0,https://lichess.org/qiKVye6S,Normal,600+0,helmutLipfert6,1492,-77,137,1205,287
Smokecraft,2255,-14,Rated Blitz game,Sicilian Defense,1,https://lichess.org/gaUMVjRy,Time forfeit,180+0,Mettigel,2298,+11,-17,2255,43
lpaulmp,1469,-6,Rated Bullet game,English Opening,1,https://lichess.org/8Xt2rXiZ,Normal,60+0,mikeisapro,1640,+6,-65,1469,171
savori,1604,-9,Rated Blitz game,Sicilian Defense,1,https://lichess.org/ceWdPocs,Time forfeit,300+0,WinstonSmith11,1649,+10,-4,1604,45
g54,1939,-46,Rated Classical game,Philidor Defense #4,2,https://lichess.org/xzPxqf3G,Normal,300+8,sklibur,1791,+3,30,1939,-148
GIL180363,1685,-10,Rated Blitz game,Queen's Gambit Refused,1,https://lichess.org/sFurYUj7,Normal,300+0,KTtris,1699,+10,50,1685,14
kromzom,2104,-18,Rated Blitz game,Queen's Pawn,1,https://lichess.org/8vxecyHR,Normal,120+2,z52,1880,+17,35,2104,-224
Anoonymous,1968,-107,Rated Blitz tournament https://lichess.org/tournament/ALSPH3ta,Sicilian Defense,1,https://lichess.org/X4gJC12p,Normal,300+0,krim54,1891,+13,62,1968,-77
Rene1er,1733,-10,Rated Blitz game,Sicilian Defense,1,https://lichess.org/9hx2XC9h,Normal,300+0,DUNI,1783,+9,26,1733,50
denko,1406,-8,Rated Bullet game,Scandinavian Defense,1,https://lichess.org/d23KDCWu,Time forfeit,0+3,Calisto,1499,+8,-3,1406,93
Omnius,1396,-9,Rated Classical game,Philidor Defense #2,1,https://lichess.org/B04m88gE,Normal,300+8,adit98,1462,+15,170,1396,66
ferias2014,1696,+10,Rated Bullet game,Ruy Lopez,0,https://lichess.org/sEq8SIC1,Normal,120+1,ThatAmine,1661,-11,75,1696,-35
sella,1810,-16,Rated Blitz tournament https://lichess.org/tournament/ALSPH3ta,Budapest Defense,1,https://lichess.org/VfADvRXj,Normal,300+0,juliocrv,1676,+16,64,1810,-134
Paradoks11,1554,+19,Rated Blitz game,Zukertort Opening,0,https://lichess.org/rmOkr6ha,Normal,180+2,DavidMuc,1874,-48,83,1554,320
cajohnm,1578,-9,Rated Classical game,King's Gambit,1,https://lichess.org/V9syoNX8,Normal,300+10,asllsl,1653,+10,84,1578,75
Kobylka,1929,-7,Rated Bullet game,Caro-Kann Defense,1,https://lichess.org/j7ciAHCV,Time forfeit,60+0,nazaki1234,2060,+7,98,1929,131
igo1,2055,+5,Rated Bullet game,Caro-Kann Defense,0,https://lichess.org/TrpYxEwt,Normal,60+0,pseudoknight,1858,-6,52,2055,-197
dkurashev,1484,+8,Rated Classical game,Philidor Defense #3,0,https://lichess.org/7KRj4Dw6,Normal,300+8,kadeq,1371,-8,913,1484,-113
suneo,1572,+15,Rated Classical game,Giuoco Piano,0,https://lichess.org/VvjPqe6r,Normal,900+8,ogun,1723,-17,109,1572,151
DolfjeWeerwolfje,1846,-18,Rated Bullet game,Hungarian Opening,1,https://lichess.org/j8ObxYrI,Time forfeit,60+0,faryad22,1807,+12,76,1846,-39
atothek,1667,+8,Rated Classical game,Budapest Defense,0,https://lichess.org/i3E9vjrX,Normal,600+10,GM_Rafael,1622,-32,288,1667,-45
cittavecchia,1563,+11,Rated Blitz game,King's Pawn Game,0,https://lichess.org/Wrj9VMiS,Normal,300+0,Deuce,1569,-11,83,1563,6
milancuruvija,2037,+8,Rated Blitz game,Nimzowitsch Defense,0,https://lichess.org/piK7nvJL,Normal,300+0,Heisenberg_CH3NH2,1965,-9,-549,2037,-72
kami1946,1491,+5,Rated Blitz game,English Defense #2,0,https://lichess.org/bAFA9yHm,Time forfeit,360+0,mans00r,1274,-7,50,1491,-217
juanelo333,1457,+8,Rated Blitz tournament https://lichess.org/tournament/ALSPH3ta,Queen's Pawn Game,0,https://lichess.org/n5MESKjT,Time forfeit,300+0,zecoquinho666,1346,-10,10,1457,-111
GunganAttack,1729,+13,Rated Bullet game,Queen's Gambit Refused,0,https://lichess.org/GsT6giV7,Time forfeit,60+0,moribund,1807,-13,105,1729,78
jabeb,1661,+5,Rated Blitz game,Italian Game,0,https://lichess.org/hui81Wum,Time forfeit,180+0,pivoine48,1430,-5,162,1661,-231
ojot,1733,-11,Rated Classical game,Indian Game,1,https://lichess.org/K89mTwgP,Normal,360+7,satardirk,1744,+10,-12,1733,11
tarasss,1501,-5,Rated Classical game,Italian Game,1,https://lichess.org/QChd1qUZ,Normal,600+0,guidoune,1729,+6,1330,1501,228
kiker-am,1925,+2,Rated Blitz tournament https://lichess.org/tournament/ALSPH3ta,King's Gambit,0,https://lichess.org/IyO9aMMC,Time forfeit,300+0,gorky,1466,-2,15,1925,-459
mouche,1338,-9,Rated Classical game,French Defense,1,https://lichess.org/xSzHTZ1Z,Normal,720+0,2vincent2,1472,+7,269,1338,134
juniorbr21,1334,+50,Rated Bullet tournament https://lichess.org/tournament/GryAvpp1,Queen's Pawn Game,0,https://lichess.org/iDF4CkTF,Normal,60+0,krisfo97,1276,-68,-1152,1334,-58
totleben777,1172,-1,Rated Classical game,Horwitz Defense,1,https://lichess.org/OE5aL5tA,Normal,600+5,HenryCow,1690,+2,191,1172,518
yaavarmo,1501,+20,Rated Blitz game,Englund Gambit Declined,0,https://lichess.org/1vYDoOeH,Time forfeit,180+1,mahnui,1821,-21,141,1501,320
rey8,1627,+6,Rated Blitz game,Pirc Defense #5,2,https://lichess.org/kg4sCIo1,Normal,180+0,frasta,1821,-10,107,1627,194
Exolon,1518,-5,Rated Classical game,Italian Game,1,https://lichess.org/Augq4ZJs,Normal,180+8,Bessieres,1761,+16,-8,1518,243
libi,1491,-14,Rated Bullet game,King's Gambit Accepted,1,https://lichess.org/2kIBJaUC,Time forfeit,60+2,wandal,1411,+13,-649,1491,-80
mrRingo,1703,+11,Rated Classical game,Sicilian Defense,0,https://lichess.org/wZMNu9Tv,Normal,300+8,darjov,1726,-12,3,1703,23
guypan,1222,-33,Rated Blitz game,Four Knights Game,1,https://lichess.org/tH4F1B8g,Normal,120+4,martinique,1169,+14,376,1222,-53
probando,1773,-5,Rated Blitz game,Queen's Pawn Game,2,https://lichess.org/4U364dOl,Time forfeit,300+0,ridox,1638,+4,-30,1773,-135
djin,1981,+17,Rated Bullet game,Sicilian Defense,0,https://lichess.org/jZFi26m0,Time forfeit,60+0,Aguantador,2207,-17,-4,1981,226
dezano,1653,+10,Rated Blitz game,Queen's Pawn,0,https://lichess.org/Qt4Xztu6,Time forfeit,180+0,chriscool34,1649,-10,36,1653,-4
WhiteQueen91,1842,+6,Rated Classical game,Indian Game,0,https://lichess.org/vjoR5YZf,Normal,300+6,welder,1625,-6,71,1842,-217
Muschicat,1820,-7,Rated Blitz game,Ruy Lopez,1,https://lichess.org/ofR3KDuI,Time forfeit,300+0,hasered,1948,+7,216,1820,128
askovicn,1488,+8,Rated Blitz game,Modern Defense,0,https://lichess.org/hlNz84UD,Normal,300+0,eoeoeo,1394,-7,42,1488,-94
Slavik-7,2583,+4,Rated Bullet game,Mikenas Defense,0,https://lichess.org/8zK3spwP,Time forfeit,60+0,andrewrun,2250,-4,15,2583,-333
stane,1052,-1,Rated Blitz game,Carr Defense,1,https://lichess.org/8BfhU7Rj,Normal,180+0,vradosavljevic,1668,+0,119,1052,616
asghar1933,1573,-10,Rated Classical game,Old Indian Defense,1,https://lichess.org/C26l0QtS,Normal,300+7,aprozclassic,1615,+10,375,1573,42
nautilusomega,1992,-11,Rated Blitz game,Pirc Defense #4,1,https://lichess.org/zUSO5CLV,Time forfeit,180+0,TrialB,1955,+12,71,1992,-37
robru57,1349,+12,Rated Classical game,Center Game,0,https://lichess.org/f2vGGu62,Normal,360+8,cuarved,1409,-19,47,1349,60
sport,1618,+4,Rated Blitz game,Owen Defense,2,https://lichess.org/DFQsVjhF,Time forfeit,300+0,URIAHURIAH,1729,-3,67,1618,111
TheJokerII,1249,-3,Rated Blitz game,Owen Defense,1,https://lichess.org/8HJM5YuG,Normal,180+0,aexl,1630,+3,58,1249,381
andrestoro001,1891,-11,Rated Blitz game,Sicilian Defense,1,https://lichess.org/ZZdb3JKj,Normal,180+0,bobby84,1884,+11,9,1891,-7
tytus990c,1428,-9,Rated Blitz game,Pirc Defense #3,1,https://lichess.org/ZQume4ma,Time forfeit,180+0,chubaba,1509,+10,135,1428,81
falanx,1629,+11,Rated Bullet game,Scandinavian Defense,0,https://lichess.org/M3Hh8wVl,Normal,60+0,Rahstah,1632,-11,53,1629,3
elpulltrigger,1484,+16,Rated Blitz game,Bishop's Opening,0,https://lichess.org/1nOMkMqB,Normal,180+1,vishyAnand40,1553,-14,4,1484,69
vadimdim,1662,+10,Rated Blitz tournament https://lichess.org/tournament/ALSPH3ta,Queen's Gambit Refused,0,https://lichess.org/yHJCUp4B,Normal,300+0,rtrtyey,1601,-10,-348,1662,-61
effeundici,1452,+12,Rated Classical game,Sicilian Defense,0,https://lichess.org/7KMXzRtN,Time forfeit,780+0,tiosaulo,1502,-12,14,1452,50
TapakaH41k,1925,+2,Rated Blitz tournament https://lichess.org/tournament/ALSPH3ta,Van't Kruijs Opening,0,https://lichess.org/vbKAFHk1,Normal,300+0,Anyname,1474,-3,-325,1925,-451
galita,1296,-9,Rated Bullet game,Horwitz Defense,1,https://lichess.org/QEwJKsoG,Time forfeit,60+1,Melchisedech,1371,+9,76,1296,75
Antiopa,1730,+12,Rated Blitz game,Queen's Gambit Refused,0,https://lichess.org/2GOIxuuW,Normal,300+0,chespirituu,1797,-14,127,1730,67
mikeisapro,1646,+6,Rated Bullet game,Mieses Opening,0,https://lichess.org/FMTBsJwX,Normal,60+0,lpaulmp,1463,-6,116,1646,-183
alembuysakralhenry,1282,-29,Rated Blitz tournament https://lichess.org/tournament/ALSPH3ta,Scandinavian Defense,1,https://lichess.org/Qm0yJwM0,Normal,300+0,AnnaLiseDeSang,1336,+12,48,1282,54
Karmester,1800,+3,Rated Classical game,Queen's Pawn Game #2,0,https://lichess.org/qdvUDRrK,Time forfeit,600+0,glauch,1472,-3,96,1800,-328
mariom1,1434,-2,Rated Classical game,Scandinavian Defense,1,https://lichess.org/ooEezTNM,Normal,2400+8,sbnsk,1968,+7,119,1434,534
m654,1713,+4,Rated Bullet tournament https://lichess.org/tournament/GryAvpp1,Queen's Pawn Game,0,https://lichess.org/9dMxnbAZ,Normal,60+0,juniorbr21,1384,-17,-124,1713,-329
nele93,1421,-10,Rated Classical game,King's Knight Opening,1,https://lichess.org/l0TjHHj0,Normal,900+13,Bule,1483,+9,767,1421,62
Perfectionisttt,1525,-18,Rated Blitz game,Sicilian Defense,1,https://lichess.org/aKqcSkw9,Time forfeit,300+0,DxDeathusu,1324,+19,40,1525,-201
Voittamaton,1856,+1,Rated Bullet tournament https://lichess.org/tournament/GryAvpp1,Kadas Opening,0,https://lichess.org/ozQr0tHR,Normal,60+0,krisfo97,1208,-5,-445,1856,-648
Mitedes,1408,+6,Rated Classical game,Italian Game,2,https://lichess.org/KmcmhzN7,Normal,1140+10,paliberta,1530,-4,198,1408,122
pilocl,2104,+13,Rated Blitz game,Scotch Game,0,https://lichess.org/0SpHzF8R,Normal,240+0,mark28_biedermann,2197,-14,70,2104,93
Revae4,1592,+8,Rated Classical game,Pirc Defense #4,0,https://lichess.org/iUyO0z9Y,Normal,300+8,freilejon,1481,-7,49,1592,-111
rtrtyey,1591,+12,Rated Blitz tournament https://lichess.org/tournament/ALSPH3ta,Queen's Pawn Game,0,https://lichess.org/HXe4blvN,Normal,300+0,tigr1962,1587,-12,-117,1591,-4
SonaHarmony,1188,-39,Rated Classical game,Modern Defense,1,https://lichess.org/FhOTqslb,Time forfeit,900+0,ChessAstur,1448,+5,-25,1188,260
nazaki1234,2067,+6,Rated Bullet game,Zukertort Opening,0,https://lichess.org/iDAkDefo,Normal,60+0,Kobylka,1922,-6,41,2067,-145
Amiir,1776,+4,Rated Classical game,Englund Gambit Declined,0,https://lichess.org/EUHCUcV3,Normal,540+0,aburkan,1426,-3,-63,1776,-350
adit98,1477,-22,Rated Classical game,Scotch Game,1,https://lichess.org/uXDEL7Yb,Time forfeit,300+8,Omnius,1387,+14,462,1477,-90
cercliste,1501,+9,Rated Blitz game,Petrov's Defense #2,0,https://lichess.org/1o5PWY47,Normal,420+0,bz,1430,-9,37,1501,-71
Waldeinsamkeit,1779,+9,Rated Bullet game,Caro-Kann Defense,0,https://lichess.org/ooqdY9XW,Time forfeit,120+0,CrazySon,1728,-9,-34,1779,-51
zendegi_alireza,1571,-12,Rated Classical game,King's Pawn Game,1,https://lichess.org/a8NsVixR,Normal,900+0,pskpress,1566,+11,-78,1571,-5
pseudoknight,1852,-6,Rated Bullet game,Sicilian Defense,1,https://lichess.org/S7EKmVGZ,Normal,60+0,igo1,2060,+6,177,1852,208
mozbet,1501,-12,Rated Blitz game,Philidor Defense #2,1,https://lichess.org/Z1ykjFiJ,Normal,300+0,yilmaz,1443,+13,24,1501,-58
AngelHell,1439,+14,Rated Classical game,Bishop's Opening,0,https://lichess.org/eDb5tz24,Normal,720+3,banjo,1508,-14,-5,1439,69
mocovi,1245,+9,Rated Classical game,French Defense,0,https://lichess.org/VC0fVdc5,Time forfeit,180+8,DMKA,1220,-10,-421,1245,-25
Immortalice,1524,+11,Rated Classical game,Horwitz Defense,0,https://lichess.org/cId5jRXG,Normal,600+10,bastianbux,1517,-11,20,1524,-7
krisztina,1317,-4,Rated Blitz game,Ruy Lopez,1,https://lichess.org/oGspk6kO,Normal,360+0,play24Md,1660,+3,83,1317,343
Calisto,1507,-14,Rated Bullet game,Philidor Defense #4,1,https://lichess.org/2o55kz6r,Time forfeit,0+3,denko,1398,+14,45,1507,-109
vadimdim,1411,-4,Rated Bullet tournament https://lichess.org/tournament/GryAvpp1,Queen's Gambit Refused,1,https://lichess.org/06XMlsEQ,Normal,60+0,IngUNIFIIS,1739,+3,-382,1411,328
DolfjeWeerwolfje,1828,+4,Rated Bullet game,Pirc Defense,0,https://lichess.org/2keJoUEB,Time forfeit,60+0,hun-vighim,1475,-3,-18,1828,-353
Drole2Type,1804,+2,Rated Classical game,Sicilian Defense,0,https://lichess.org/icccQs7N,Time forfeit,300+5,Railbird80,1474,-3,35,1804,-330
andrewrun,2246,-3,Rated Bullet game,Mieses Opening,1,https://lichess.org/OGxkQFNB,Time forfeit,60+0,Slavik-7,2587,+3,0,2246,341
Rahstah,1621,+11,Rated Bullet game,Horwitz Defense,0,https://lichess.org/ZLBllMgF,Time forfeit,60+0,falanx,1640,-11,27,1621,19
jorgee,1525,+8,Rated Blitz game,French Defense #2,0,https://lichess.org/MIyFGRND,Normal,180+1,DEMOLITRON,1436,-8,-432,1525,-89
makon,1593,+20,Rated Classical game,King's Gambit Accepted,0,https://lichess.org/UhCxNSUR,Normal,300+8,flesi01,1583,-10,-363,1593,-10
makyavel44,1235,-15,Rated Blitz game,Four Knights Game,1,https://lichess.org/Z1JKx8Zw,Normal,300+0,KinolaSrbija,1578,+3,632,1235,343
API-5555,1717,+4,Rated Blitz game,Queen's Gambit Accepted,2,https://lichess.org/I6GImMLm,Normal,180+2,VTuruz,1839,-4,12,1717,122
gelu_mioara,1414,+9,Rated Bullet game,Hungarian Opening,0,https://lichess.org/yMOKM21n,Normal,120+1,NARO525,1500,-223,-277,1414,86
practic1ng,1506,-8,Rated Classical game,Sicilian Defense,1,https://lichess.org/8FEKzU6H,Normal,600+15,utrilla,1627,+8,-2,1506,121
matanm369,1671,-9,Rated Blitz game,Sicilian Defense,1,https://lichess.org/Vg2uhYwg,Normal,120+2,kobzon,1725,+9,18,1671,54
Deuce,1558,-10,Rated Blitz game,King's Pawn Game,1,https://lichess.org/LOPhcbMO,Normal,300+0,cittavecchia,1574,+10,-37,1558,16
aexl,1633,-14,Rated Classical game,Bishop's Opening,1,https://lichess.org/eVNpvoP6,Normal,300+5,ak-tr,1572,+13,-53,1633,-61
ludoma2010,1708,+8,Rated Classical game,King's Pawn Game,0,https://lichess.org/joUQM0S8,Time forfeit,480+8,alsbles,1632,-108,5,1708,-76
